"ONSET_YEAR","ONSET_MONTH","ONSET_DAY","COUNTRY","STATE","COUNTY_MUNI","SEROTYPE","SPECIES"
1983,10,NA,"MEX","JAL","juanacatlan",NA,NA
1983,10,NA,"MEX","JAL","juanacatlan",NA,NA
1983,10,NA,"MEX","JAL","lagos de moreno",NA,NA
1983,10,NA,"MEX","JAL","poncitlan",NA,NA
1983,10,NA,"MEX","JAL","tala",NA,NA
1983,10,NA,"MEX","JAL","tototlan",NA,NA
1983,10,NA,"MEX","JAL","tuxpan",NA,NA
1983,10,NA,"MEX","JAL","zapotlan del rey",NA,NA
1983,10,NA,"MEX","JAL","zapotlan del rey",NA,NA
1983,10,NA,"MEX","JAL","zapotlanejo",NA,NA
1983,10,NA,"MEX","JAL","zapotlanejo",NA,NA
1983,10,NA,"MEX","MIC","chucandiro",NA,NA
1983,10,NA,"MEX","MIC","chucandiro",NA,NA
1983,10,NA,"MEX","MIC","jiquilpan",NA,NA
1983,10,NA,"MEX","MIC","tarimbaro",NA,NA
1983,10,NA,"MEX","MIC","yurecuaro",NA,NA
1983,10,NA,"MEX","MIC","zamora",NA,NA
1983,10,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,10,NA,"MEX","QUE","amealco de bonfil",NA,NA
1983,10,NA,"MEX","TAB","huimanguillo",NA,NA
1983,10,NA,"MEX","TAB","huimanguillo",NA,NA
1983,10,NA,"MEX","VER","acayucan",NA,NA
1983,10,NA,"MEX","VER",NA,NA,NA
1983,10,NA,"MEX","VER","las choapas",NA,NA
1983,10,NA,"MEX","VER","nautla",NA,NA
1983,10,NA,"MEX","ZAC",NA,NA,NA
1983,10,NA,"MEX","ZAC",NA,NA,NA
1983,10,NA,"MEX","ZAC","villanueva",NA,NA
1983,11,22,"MEX","MIC",NA,"NJ","bovine"
1983,11,NA,"MEX","AGU","aguascalientes",NA,NA
1983,11,NA,"MEX","AGU","aguascalientes",NA,NA
1983,11,NA,"MEX","COA","juarez",NA,NA
1983,11,NA,"MEX","COA","pichucalco",NA,NA
1983,11,NA,"MEX","DUR","durango",NA,NA
1983,11,NA,"MEX","GUA","salvatierra",NA,NA
1983,11,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1983,11,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1983,11,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1983,11,NA,"MEX","GRO","pungarabato",NA,NA
1983,11,NA,"MEX","JAL","casimiro castillo",NA,NA
1983,11,NA,"MEX","JAL","degollado",NA,NA
1983,11,NA,"MEX","JAL","san juan de los lagos",NA,NA
1983,11,NA,"MEX","JAL","zapotlanejo",NA,NA
1983,11,NA,"MEX","MIC","alvaro obregon",NA,NA
1983,11,NA,"MEX","MIC","alvaro obregon",NA,NA
1983,11,NA,"MEX","MIC","pajacuaran",NA,NA
1983,11,NA,"MEX","MIC","vista hermosa",NA,NA
1983,11,NA,"MEX","MIC","vista hermosa",NA,NA
1983,11,NA,"MEX","MIC","yurecuaro",NA,NA
1983,11,NA,"MEX","MIC","yurecuaro",NA,NA
1983,11,NA,"MEX","MIC","zamora",NA,NA
1983,11,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,11,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,11,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,11,NA,"MEX","PUE","hueytamalco",NA,NA
1983,11,NA,"MEX","TAB","cardenas",NA,NA
1983,11,NA,"MEX","TAB","cardenas",NA,NA
1983,12,NA,"MEX","COA","la libertad",NA,NA
1983,12,NA,"MEX","COA","ocosingo",NA,NA
1983,12,NA,"MEX","GRO","acapulco de juarez",NA,NA
1983,12,NA,"MEX","MIC","vista hermosa",NA,NA
1983,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1983,12,NA,"MEX","NAY","tepic",NA,NA
1983,12,NA,"MEX","VER","acayucan",NA,NA
1983,12,NA,"MEX","VER","oluta",NA,NA
1983,NA,NA,"MEX","CHS",NA,NA,NA
1983,NA,NA,"MEX","TAB",NA,NA,NA
1983,NA,NA,"MEX","JAL",NA,NA,NA
1983,NA,NA,"MEX","GRO",NA,NA,NA
1983,3,22,"USA","NM",NA,"NJ","bovine"
1983,5,27,"USA","NE",NA,"NJ","bovine"
1983,7,NA,"USA","GA",NA,"NJ","porcine"
1983,9,19,"USA","WY","fremont","NJ","equine"
1983,11,20,"USA","CA",NA,"NJ","bovine"
1983,NA,NA,"USA","AZ",NA,"NJ",NA
1983,NA,NA,"USA","UT",NA,"NJ",NA
1983,NA,NA,"USA","CO",NA,"NJ",NA
1983,NA,NA,"USA","ID",NA,"NJ",NA
1983,NA,NA,"USA","MT",NA,"NJ",NA
1983,NA,NA,"USA","SD",NA,"NJ",NA
1983,NA,NA,"USA","KS",NA,"NJ",NA
1983,NA,NA,"USA","MS",NA,"NJ",NA
1983,NA,NA,"USA","WA",NA,"NJ",NA
1983,NA,NA,"USA","OR",NA,"NJ",NA
1984,1,18,"MEX","MIC",NA,"NJ","bovine"
1984,1,26,"MEX","SON",NA,"NJ","porcine"
1984,1,31,"MEX","SON",NA,"NJ","porcine"
1984,1,NA,"MEX","COA","palenque",NA,NA
1984,1,NA,"MEX","CHH","comala",NA,NA
1984,1,NA,"MEX","MIC","marcos castellanos",NA,NA
1984,1,NA,"MEX","MIC","zitacuaro",NA,NA
1984,1,NA,"MEX","SON","alamos",NA,NA
1984,1,NA,"MEX","TAB","jonuta",NA,NA
1984,2,NA,"MEX","MIC","angamacutiro",NA,NA
1984,2,NA,"MEX","SON","alamos",NA,NA
1984,3,NA,"MEX","COA","palenque",NA,NA
1984,3,NA,"MEX","GUA","penjamo",NA,NA
1984,3,NA,"MEX","SIN","culiacan",NA,NA
1984,3,NA,"MEX","SIN","culiacan",NA,NA
1984,3,NA,"MEX","SIN","culiacan",NA,NA
1984,3,NA,"MEX","SIN","el fuerte",NA,NA
1984,4,NA,"MEX","GUA","penjamo",NA,NA
1984,4,NA,"MEX","GUA","santiago maravatio",NA,NA
1984,4,NA,"MEX","MIC","churintzio",NA,NA
1984,4,NA,"MEX","MIC","la piedad",NA,NA
1984,4,NA,"MEX","MIC","la piedad",NA,NA
1984,4,NA,"MEX","MIC","numaran",NA,NA
1984,4,NA,"MEX","MIC","yurecuaro",NA,NA
1984,4,NA,"MEX","SIN","salvador alvarado",NA,NA
1984,5,NA,"MEX","GUA","abasolo",NA,NA
1984,5,NA,"MEX","GUA","penjamo",NA,NA
1984,5,NA,"MEX","GUA","penjamo",NA,NA
1984,5,NA,"MEX","GUA","santa cruz de juventino rosas",NA,NA
1984,5,NA,"MEX","MIC","vista hermosa",NA,NA
1984,6,22,"MEX","CHI",NA,"NJ","bovine"
1984,6,NA,"MEX","COL","delicias",NA,NA
1984,6,NA,"MEX","COL","meoqui",NA,NA
1984,6,NA,"MEX","COL","saucillo",NA,NA
1984,6,NA,"MEX","HID","tulancingo de bravo",NA,NA
1984,6,NA,"MEX","MIC","jiquilpan",NA,NA
1984,7,29,"MEX","OAX",NA,"NJ","bovine"
1984,7,NA,"MEX","COA","villa corzo",NA,NA
1984,7,NA,"MEX","OAX",NA,NA,NA
1984,7,NA,"MEX","VER","juchique de ferrer",NA,NA
1984,7,NA,"MEX","VER","juchique de ferrer",NA,NA
1984,8,19,"MEX","CHI",NA,"NJ","bovine"
1984,8,27,"MEX","CHI",NA,"NJ","bovine"
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","DUR","lerdo",NA,NA
1984,8,NA,"MEX","OAX","acatlan de perez figueroa",NA,NA
1984,8,NA,"MEX","PUE","zihuateutla",NA,NA
1984,8,NA,"MEX","VER",NA,NA,NA
1984,8,NA,"MEX","VER","juchique de ferrer",NA,NA
1984,8,NA,"MEX","VER","martinez de la torre",NA,NA
1984,8,NA,"MEX","VER","medellin",NA,NA
1984,8,NA,"MEX","VER","misantla",NA,NA
1984,8,NA,"MEX","VER","misantla",NA,NA
1984,8,NA,"MEX","VER","nautla",NA,NA
1984,8,NA,"MEX","VER","nautla",NA,NA
1984,8,NA,"MEX","VER","tenochtitlan",NA,NA
1984,8,NA,"MEX","VER","tlapacoyan",NA,NA
1984,8,NA,"MEX","VER","yecuatla",NA,NA
1984,9,28,"MEX","CHI",NA,"NJ","bovine"
1984,9,NA,"MEX","COL","camargo",NA,NA
1984,9,NA,"MEX","COL","chihuahua",NA,NA
1984,9,NA,"MEX","DUR","lerdo",NA,NA
1984,9,NA,"MEX","DUR","lerdo",NA,NA
1984,9,NA,"MEX","GRO","arcelia",NA,NA
1984,9,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1984,9,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1984,9,NA,"MEX","GRO","cutzamala de pinzon",NA,NA
1984,9,NA,"MEX","MEX","tejupilco",NA,NA
1984,9,NA,"MEX","MEX","tejupilco",NA,NA
1984,9,NA,"MEX","MIC","tzitzio",NA,NA
1984,9,NA,"MEX","MIC","tzitzio",NA,NA
1984,9,NA,"MEX","PUE","hueytamalco",NA,NA
1984,9,NA,"MEX","PUE","xicotepec",NA,NA
1984,9,NA,"MEX","VER","santiago tuxtla",NA,NA
1984,10,NA,"MEX","COA","palenque",NA,NA
1984,10,NA,"MEX","COA","palenque",NA,NA
1984,10,NA,"MEX","GRO","arcelia",NA,NA
1984,10,NA,"MEX","GRO","arcelia",NA,NA
1984,10,NA,"MEX","GRO","iguala de la independencia",NA,NA
1984,10,NA,"MEX","GRO","taxco de alarcon",NA,NA
1984,10,NA,"MEX","MIC","tuzantla",NA,NA
1984,10,NA,"MEX","MIC","tuzantla",NA,NA
1984,10,NA,"MEX","MOR","jojutla",NA,NA
1984,10,NA,"MEX","MOR","jojutla",NA,NA
1984,10,NA,"MEX","PUE","xicotepec",NA,NA
1984,10,NA,"MEX","PUE","xicotepec",NA,NA
1984,10,NA,"MEX","VER","acayucan",NA,NA
1984,10,NA,"MEX","VER","acayucan",NA,NA
1984,10,NA,"MEX","VER",NA,NA,NA
1984,10,NA,"MEX","VER","medellin",NA,NA
1984,10,NA,"MEX","VER","veracruz",NA,NA
1984,11,NA,"MEX","COA","mapastepec",NA,NA
1984,11,NA,"MEX","GRO","pungarabato",NA,NA
1984,11,NA,"MEX","HID","ixmiquilpan",NA,NA
1984,11,NA,"MEX","JAL","lagos de moreno",NA,NA
1984,11,NA,"MEX","VER","naranjos amatlan",NA,NA
1984,11,NA,"MEX","VER","tantima",NA,NA
1984,12,NA,"MEX","VER","atzalan",NA,NA
1984,12,NA,"MEX","VER","ixcatepec",NA,NA
1984,12,NA,"MEX","VER","ixhuatlan del cafe",NA,NA
1984,12,NA,"MEX","VER","tlapacoyan",NA,NA
1984,NA,NA,"MEX","VER",NA,NA,NA
1984,NA,NA,"MEX","CHS",NA,NA,NA
1984,NA,NA,"MEX","TAB",NA,NA,NA
1984,NA,NA,"MEX","JAL",NA,NA,NA
1984,NA,NA,"MEX","GRO",NA,NA,NA
1984,NA,NA,"MEX","MOR",NA,NA,NA
1984,2,13,"USA","TX",NA,"NJ","bovine"
1985,1,15,"MEX","TAM","nuevo laredo","NJ","bovine"
1985,1,16,"MEX","MOR",NA,"NJ","bovine"
1985,1,NA,"MEX","HID","pisaflores",NA,NA
1985,1,NA,"MEX","MOR","yautepec",NA,NA
1985,1,NA,"MEX","NLE","cadereyta jimenez",NA,NA
1985,1,NA,"MEX","NLE",NA,"NJ","bovine"
1985,2,NA,"MEX","GRO","tlapa de comonfort",NA,NA
1985,2,NA,"MEX","MOR","yautepec",NA,NA
1985,2,NA,"MEX","VER","soteapan",NA,NA
1985,3,NA,"MEX","MOR","cuautla",NA,NA
1985,3,NA,"MEX","VER","catemaco",NA,NA
1985,5,18,"MEX","SON",NA,"NJ","bovine"
1985,5,NA,"MEX","PUE","xicotepec",NA,NA
1985,5,NA,"MEX","SON","huepac",NA,NA
1985,5,NA,"MEX","VER","san andres tuxtla",NA,NA
1985,5,NA,"MEX","VER","tierra blanca",NA,NA
1985,6,6,"MEX","CHI",NA,"NJ","bovine"
1985,6,NA,"MEX","COL","delicias",NA,NA
1985,6,NA,"MEX","SON","hermosillo",NA,NA
1985,6,NA,"MEX","SON","hermosillo",NA,NA
1985,7,NA,"MEX","COA","huehuetan",NA,NA
1985,7,NA,"MEX","COA","tonala",NA,NA
1985,7,NA,"MEX","GRO","ometepec",NA,NA
1985,8,NA,"MEX","COA","tuxtla gutierrez",NA,NA
1985,8,NA,"MEX","COA","villa corzo",NA,NA
1985,8,NA,"MEX","GRO","ometepec",NA,NA
1985,8,NA,"MEX","GRO","ometepec",NA,NA
1985,8,NA,"MEX","GRO","ometepec",NA,NA
1985,8,NA,"MEX","GRO","san luis acatlan",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,8,NA,"MEX","VER","tierra blanca",NA,NA
1985,9,NA,"MEX","AGU","jesus maria",NA,NA
1985,9,NA,"MEX","AGU","rincon de romos",NA,NA
1985,9,NA,"MEX","COA","la concordia",NA,NA
1985,9,NA,"MEX","COA","la concordia",NA,NA
1985,9,NA,"MEX","GRO","tecpan de galeana",NA,NA
1985,9,NA,"MEX","VER","medellin",NA,NA
1985,9,NA,"MEX","VER","tierra blanca",NA,NA
1985,9,NA,"MEX","ZAC","fresnillo",NA,NA
1985,9,NA,"MEX","ZAC",NA,NA,NA
1985,10,NA,"MEX","GRO","ayutla de los libres",NA,NA
1985,10,NA,"MEX","GRO","ayutla de los libres",NA,NA
1985,10,NA,"MEX","MOR","jojutla",NA,NA
1985,10,NA,"MEX","VER","santiago tuxtla",NA,NA
1985,11,15,"MEX","HID",NA,"NJ","bovine"
1985,11,NA,"MEX","BCS","mulege",NA,NA
1985,11,NA,"MEX","COA","villa corzo",NA,NA
1985,11,NA,"MEX","GRO","tlapa de comonfort",NA,NA
1985,11,NA,"MEX","JAL","tonaya",NA,NA
1985,11,NA,"MEX","NAY","ahuacatlan",NA,NA
1985,11,NA,"MEX","VER","soconusco",NA,NA
1985,11,NA,"MEX","VER","tlapacoyan",NA,NA
1985,12,NA,"MEX","CHH","coquimatlan",NA,NA
1985,12,NA,"MEX","CHH","coquimatlan",NA,NA
1985,NA,NA,"MEX","VER",NA,NA,NA
1985,NA,NA,"MEX","CHS",NA,NA,NA
1985,NA,NA,"MEX","TAB",NA,NA,NA
1985,NA,NA,"MEX","JAL",NA,NA,NA
1985,NA,NA,"MEX","GRO",NA,NA,NA
1985,6,28,"USA","NM",NA,"NJ","equine"
1985,6,29,"USA","NM",NA,"NJ","bovine"
1985,7,3,"USA","AZ",NA,"NJ","equine"
1985,7,19,"USA","NM",NA,"NJ","bovine"
1985,7,26,"USA","CO",NA,"NJ","bovine"
1985,7,27,"USA","CO",NA,"NJ","equine"
1985,7,28,"USA","CO",NA,"NJ","equine"
1985,7,30,"USA","CO",NA,"NJ","bovine"
1985,8,4,"USA","CO",NA,"NJ","equine"
1985,8,7,"USA","CO",NA,"NJ","bovine"
1985,9,4,"USA","CO",NA,"NJ","equine"
1986,1,NA,"MEX","CHH","colima",NA,NA
1986,2,NA,"MEX","VER","misantla",NA,NA
1986,3,NA,"MEX","COA","ocosingo",NA,NA
1986,3,NA,"MEX","VER","misantla",NA,NA
1986,4,NA,"MEX","PUE","hueytamalco",NA,NA
1986,5,NA,"MEX","MIC","zitacuaro",NA,NA
1986,5,NA,"MEX","PUE","teziutlan",NA,NA
1986,5,NA,"MEX","VER","angel r. cabada",NA,NA
1986,5,NA,"MEX","VER","catemaco",NA,NA
1986,6,NA,"MEX","CHH","coquimatlan",NA,NA
1986,6,NA,"MEX","MOR","emiliano zapata",NA,NA
1986,6,NA,"MEX","MOR","emiliano zapata",NA,NA
1986,6,NA,"MEX","MOR","miacatlan",NA,NA
1986,6,NA,"MEX","MOR","yautepec",NA,NA
1986,7,NA,"MEX","JAL",NA,NA,NA
1986,7,NA,"MEX","MOR","yautepec",NA,NA
1986,7,NA,"MEX","MOR","yecapixtla",NA,NA
1986,7,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1986,7,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1986,7,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1986,7,NA,"MEX","VER",NA,NA,NA
1986,7,NA,"MEX","JAL","atotonilco el alto","IN","bovine"
1986,7,NA,"MEX","JAL",NA,"IN","bovine"
1986,7,NA,"MEX","MOR","yautepec","NJ","bovine"
1986,7,NA,"MEX","MOR",NA,"NJ","bovine"
1986,8,NA,"MEX","GRO","cocula",NA,NA
1986,8,NA,"MEX","HID","xochicoatlan",NA,NA
1986,8,NA,"MEX","PUE","xicotepec",NA,NA
1986,8,NA,"MEX","VER","tlalixcoyan",NA,NA
1986,9,NA,"MEX","GRO","iguala de la independencia",NA,NA
1986,9,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1986,9,NA,"MEX","VER","tlalixcoyan",NA,NA
1986,10,NA,"MEX","COA","cintalapa",NA,NA
1986,10,NA,"MEX","GRO","apaxtla",NA,NA
1986,10,NA,"MEX","GRO","cocula",NA,NA
1986,10,NA,"MEX","GRO","iguala de la independencia",NA,NA
1986,10,NA,"MEX","MOR","xochitepec",NA,NA
1986,11,NA,"MEX","GRO","apaxtla",NA,NA
1986,11,NA,"MEX","GRO","atenango del rio",NA,NA
1986,11,NA,"MEX","GRO","huitzuco de los figueroa",NA,NA
1986,11,NA,"MEX","GRO","huitzuco de los figueroa",NA,NA
1986,11,NA,"MEX","TAB","cardenas",NA,NA
1986,11,NA,"MEX","PUE",NA,"NJ","bovine"
1986,12,NA,"MEX","MIC","maravatio",NA,NA
1986,NA,NA,"MEX","MIC",NA,"NJ","bovine"
1986,NA,NA,"MEX","VER",NA,NA,NA
1986,NA,NA,"MEX","CHS",NA,NA,NA
1986,NA,NA,"MEX","TAB",NA,NA,NA
1986,NA,NA,"MEX","GRO",NA,NA,NA
1986,7,NA,"USA","CO",NA,"NJ","bovine"
1987,1,NA,"MEX","PUE","rafael lara grajales",NA,NA
1987,2,NA,"MEX","VER","playa vicente",NA,NA
1987,2,NA,"MEX","VER","playa vicente",NA,NA
1987,2,NA,"MEX","VER","sayula de aleman",NA,NA
1987,3,NA,"MEX","GRO","tecpan de galeana",NA,NA
1987,3,NA,"MEX","MEX","zumpango",NA,NA
1987,3,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1987,3,NA,"MEX","PUE","hueytamalco",NA,NA
1987,3,NA,"MEX","VER","angel r. cabada",NA,NA
1987,3,NA,"MEX","VER","playa vicente",NA,NA
1987,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1987,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1987,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1987,3,NA,"MEX","VER","san andres tuxtla",NA,NA
1987,3,NA,"MEX","VER","santiago tuxtla",NA,NA
1987,3,NA,"MEX","VER","tlapacoyan",NA,NA
1987,4,NA,"MEX","GRO","benito juarez",NA,NA
1987,4,NA,"MEX","PUE","hueyapan",NA,NA
1987,4,NA,"MEX","PUE","hueytamalco",NA,NA
1987,4,NA,"MEX","VER","misantla",NA,NA
1987,5,NA,"MEX","COA","tecpatan",NA,NA
1987,5,NA,"MEX","VER","chicontepec",NA,NA
1987,6,NA,"MEX","COA","tonala",NA,NA
1987,6,NA,"MEX","DUR","lerdo",NA,NA
1987,7,NA,"MEX","COA","huehuetan",NA,NA
1987,8,NA,"MEX","COA","pichucalco",NA,NA
1987,8,NA,"MEX","COA","pichucalco",NA,NA
1987,8,NA,"MEX","COA","pichucalco",NA,NA
1987,8,NA,"MEX","COA","pichucalco",NA,NA
1987,9,NA,"MEX","COA","huehuetan",NA,NA
1987,9,NA,"MEX","COA","ixtacomitan",NA,NA
1987,9,NA,"MEX","COA","juarez",NA,NA
1987,9,NA,"MEX","COA","pijijiapan",NA,NA
1987,9,NA,"MEX","COA","tonala",NA,NA
1987,9,NA,"MEX","TAB","huimanguillo",NA,NA
1987,9,NA,"MEX","TAB","huimanguillo",NA,NA
1987,9,NA,"MEX","TAB","jalapa",NA,NA
1987,9,NA,"MEX","TAB","jalapa",NA,NA
1987,9,NA,"MEX","TAB","jalapa",NA,NA
1987,9,NA,"MEX","TAB","tacotalpa",NA,NA
1987,9,NA,"MEX","TAB","tacotalpa",NA,NA
1987,9,NA,"MEX","TAB","tacotalpa",NA,NA
1987,9,NA,"MEX","VER","lerdo de tejada",NA,NA
1987,10,NA,"MEX","DIF","azcapotzalco",NA,NA
1987,10,NA,"MEX","GRO","atenango del rio",NA,NA
1987,10,NA,"MEX","TAB","cardenas",NA,NA
1987,10,NA,"MEX","TAB","centla",NA,NA
1987,10,NA,"MEX","TAB","cunduacan",NA,NA
1987,10,NA,"MEX","TAB","huimanguillo",NA,NA
1987,10,NA,"MEX","TAB","huimanguillo",NA,NA
1987,10,NA,"MEX","TAB","tacotalpa",NA,NA
1987,10,NA,"MEX","TAB","teapa",NA,NA
1987,10,NA,"MEX","TAB","teapa",NA,NA
1987,11,NA,"MEX","CAM","carmen",NA,NA
1987,11,NA,"MEX","CAM","carmen",NA,NA
1987,11,NA,"MEX","CAM","carmen",NA,NA
1987,11,NA,"MEX","COA","pichucalco",NA,NA
1987,11,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1987,11,NA,"MEX","TAB","balancan",NA,NA
1987,11,NA,"MEX","TAB","balancan",NA,NA
1987,11,NA,"MEX","TAB","cardenas",NA,NA
1987,12,NA,"MEX","MOR","coatlan del rio",NA,NA
1987,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1987,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1987,12,NA,"MEX","NAY","ahuacatlan",NA,NA
1987,12,NA,"MEX","NAY","xalisco",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","balancan",NA,NA
1987,12,NA,"MEX","TAB","jonuta",NA,NA
1987,12,NA,"MEX","VER","playa vicente",NA,NA
1987,NA,NA,"MEX","GRO",NA,"NJ","bovine"
1987,NA,NA,"MEX","OAX",NA,"IN","bovine"
1987,NA,NA,"MEX","VER",NA,"IN","bovine"
1987,NA,NA,"MEX","CHS",NA,NA,NA
1987,NA,NA,"MEX","TAB",NA,NA,NA
1987,NA,NA,"MEX","MOR",NA,NA,NA
1987,6,NA,"USA","GA",NA,"NJ","porcine"
1988,1,NA,"MEX","COA","solosuchiapa",NA,NA
1988,1,NA,"MEX","CHH","colima",NA,NA
1988,1,NA,"MEX","TAB","balancan",NA,NA
1988,1,NA,"MEX","TAB","tenosique",NA,NA
1988,1,NA,"MEX","TAB","tenosique",NA,NA
1988,1,NA,"MEX","TAB","tenosique",NA,NA
1988,2,NA,"MEX","COA","palenque",NA,NA
1988,2,NA,"MEX","CHH","tecoman",NA,NA
1988,2,NA,"MEX","TAB","tenosique",NA,NA
1988,3,NA,"MEX","COA","palenque",NA,NA
1988,3,NA,"MEX","COA","tumbala",NA,NA
1988,3,NA,"MEX","VER","jesus carranza",NA,NA
1988,3,NA,"MEX","VER","santiago tuxtla",NA,NA
1988,4,NA,"MEX","OAX","san juan bautista tuxtepec",NA,NA
1988,4,NA,"MEX","VER","las choapas",NA,NA
1988,4,NA,"MEX","VER","soteapan",NA,NA
1988,9,NA,"MEX","MIC","gabriel zamora",NA,NA
1988,10,NA,"MEX","COA","mapastepec",NA,NA
1988,12,NA,"MEX","CAM","carmen",NA,NA
1988,12,NA,"MEX","CAM","carmen",NA,NA
1988,NA,NA,"MEX","VER",NA,NA,NA
1988,NA,NA,"MEX","CHS",NA,NA,NA
1988,NA,NA,"MEX","TAB",NA,NA,NA
1988,NA,NA,"MEX","MIC",NA,NA,NA
1988,6,NA,"USA","GA",NA,NA,"porcine"
1988,7,NA,"USA","GA",NA,NA,"porcine"
1988,8,NA,"USA","GA",NA,NA,"lutzomyia"
1988,9,NA,"USA","GA",NA,NA,"lutzomyia"
1988,11,NA,"USA","GA",NA,NA,"lutzomyia"
1989,4,NA,"MEX","TAB","tenosique",NA,NA
1989,5,NA,"MEX","COA","palenque",NA,NA
1989,5,NA,"MEX","VER",NA,"NJ","bovine"
1989,5,NA,"MEX","VER","tierra blanca","NJ","bovine"
1989,5,NA,"MEX","VER",NA,"NJ","bovine"
1989,7,NA,"MEX","COA","ocosingo",NA,NA
1989,7,NA,"MEX","COA","pichucalco",NA,NA
1989,7,NA,"MEX","COA","pichucalco",NA,NA
1989,7,NA,"MEX","COA","pichucalco",NA,NA
1989,7,NA,"MEX","CHS",NA,NA,"bovine"
1989,7,NA,"MEX","CHS","tuxtla gutierrez","NJ","bovine"
1989,7,NA,"MEX","CHS",NA,"NJ","bovine"
1989,8,NA,"MEX","VER","las choapas",NA,NA
1989,9,NA,"MEX","VER","agua dulce",NA,NA
1989,9,NA,"MEX","VER","ixhuatlan del cafe",NA,NA
1989,9,NA,"MEX","VER","jilotepec",NA,NA
1989,9,NA,"MEX","VER","oluta",NA,NA
1989,9,NA,"MEX","VER","soconusco",NA,NA
1989,9,NA,"MEX","VER","texistepec",NA,NA
1989,10,NA,"MEX","COA","palenque",NA,NA
1989,10,NA,"MEX","OAX",NA,NA,NA
1989,10,NA,"MEX","OAX",NA,NA,NA
1989,10,NA,"MEX","OAX",NA,NA,NA
1989,10,NA,"MEX","OAX",NA,NA,NA
1989,10,NA,"MEX","OAX",NA,NA,NA
1989,10,NA,"MEX","TAB","balancan",NA,NA
1989,10,NA,"MEX","TAB","balancan",NA,NA
1989,10,NA,"MEX","TAB","balancan",NA,NA
1989,10,NA,"MEX","TAB","balancan",NA,NA
1989,10,NA,"MEX","TAB","balancan",NA,NA
1989,10,NA,"MEX","TAB","centro",NA,NA
1989,10,NA,"MEX","TAB","jonuta",NA,NA
1989,10,NA,"MEX","TAB","tacotalpa",NA,NA
1989,10,NA,"MEX","TAB","tenosique",NA,NA
1989,10,NA,"MEX","VER","agua dulce",NA,NA
1989,10,NA,"MEX","VER","agua dulce",NA,NA
1989,10,NA,"MEX","VER","veracruz",NA,NA
1989,11,NA,"MEX","COA","catazaja",NA,NA
1989,11,NA,"MEX","COA","catazaja",NA,NA
1989,11,NA,"MEX","COA","catazaja",NA,NA
1989,11,NA,"MEX","COA","palenque",NA,NA
1989,11,NA,"MEX","COA","palenque",NA,NA
1989,11,NA,"MEX","COA","palenque",NA,NA
1989,11,NA,"MEX","COA","palenque",NA,NA
1989,11,NA,"MEX","OAX",NA,NA,NA
1989,11,NA,"MEX","TAB","balancan",NA,NA
1989,11,NA,"MEX","TAB","centro",NA,NA
1989,11,NA,"MEX","TAB","jonuta",NA,NA
1989,11,NA,"MEX","TAB","jonuta",NA,NA
1989,11,NA,"MEX","TAB","jonuta",NA,NA
1989,11,NA,"MEX","TAB","teapa",NA,NA
